residence_panel,industry_bucket,industry_segment,employer,education,n
Lives outside BS,unknown,unknown,Chen Livne Investor Relations,unknown,1
Lives outside BS,unknown,academic,Chennai Gate Rice Industry,unknown,1
Lives outside BS,unknown,unknown,CherryField,industrial_engineering,1
Lives outside BS,unknown,unknown,Chess & Choice,unknown,1
Lives outside BS,unknown,unknown,Chevrat Meonot Horim,unknown,1
Lives outside BS,unknown,unknown,Chia Net,unknown,1
Lives outside BS,unknown,unknown,Chic Halavin,business_administration,1
Lives outside BS,unknown,unknown,Chiesi Group,unknown,1
Lives outside BS,unknown,unknown,"Chiesi USA, Inc.",unknown,1
Lives outside BS,unknown,unknown,Chilax-Employees Empowerment,stem,1
Lives outside BS,healthcare,healthcare_provider,Children's Hospital Boston,medical,1
Lives outside BS,healthcare,healthcare_provider,Children's Hospital of Michigan,unknown,1
Lives outside BS,unknown,unknown,Children's Wisconsin,unknown,1
Lives outside BS,healthcare,healthcare_provider,Childrens cancer fund in The Emek Hospital,business_administration,1
Lives outside BS,unknown,unknown,Chime,unknown,1
Lives outside BS,unknown,unknown,China Harbour Engineering Co. Ltd,unknown,1
Lives outside BS,unknown,unknown,China Israel Changzhou Innovation Park,stem,1
Lives outside BS,unknown,unknown,China Motors Israel Ltd.,unknown,1
Lives outside BS,unknown,unknown,China Motors Ltd,unknown,1
Lives outside BS,unknown,unknown,China Railway Construction Engineering Group,stem,1
Lives outside BS,unknown,unknown,Chinese Academy of Agricultural Sciences,unknown,1
Lives outside BS,unknown,unknown,Chipstix,unknown,1
Lives outside BS,unknown,unknown,Chipworks,unknown,1
Lives outside BS,unknown,unknown,Chiq A.I.,unknown,1
Lives outside BS,unknown,unknown,ChromaWay,unknown,1
Lives outside BS,unknown,unknown,Chromagen LTD,unknown,1
Lives outside BS,high_tech,other_high_tech,Chromalloy Israel,materials_engineering,1
Lives outside BS,unknown,unknown,Chromat,unknown,1
Lives outside BS,unknown,unknown,Chromat Ltd,unknown,1
Lives outside BS,unknown,unknown,Chronom,unknown,1
Lives outside BS,unknown,unknown,Ciconia Ltd.,unknown,1
Lives outside BS,unknown,unknown,Cidev Group קבוצת סידב,unknown,1
Lives outside BS,unknown,unknown,Cielo Academy,biology,1
Lives outside BS,high_tech,other_high_tech,Cielo Inertial Solutions,industrial_engineering,1
Lives outside BS,high_tech,software_it_services,Cielo Inertial Solutions,unknown,1
Lives outside BS,unknown,unknown,Cielo Inertial Solutions,unknown,1
Lives outside BS,unknown,unknown,Cielo Verde Quebec Inc,unknown,1
Lives outside BS,unknown,unknown,Ciena,unknown,1
Lives outside BS,high_tech,other_high_tech,Ciena corporation,unknown,1
Lives outside BS,unknown,unknown,Ciklum,business_administration,1
Lives outside BS,unknown,unknown,Ciklum,unknown,1
Lives outside BS,unknown,unknown,Cimatron,unknown,1
Lives outside BS,unknown,unknown,CimeH Institute Israel,chemical_engineering,1
Lives outside BS,unknown,unknown,CimiComp,unknown,1
Lives outside BS,unknown,unknown,Cinch,unknown,1
Lives outside BS,unknown,unknown,Cincinnati Children's,medicine,1
Lives outside BS,unknown,unknown,Cinema City Israel,unknown,1
Lives outside BS,unknown,unknown,Cinematyp ltd,industrial_engineering,1
Lives outside BS,unknown,unknown,Cinemoon TV,unknown,1
Lives outside BS,unknown,unknown,Cipia,computer_science,1
Lives outside BS,high_tech,software_it_services,Cipia,unknown,1
Lives outside BS,unknown,unknown,Cipia (formerly Eyesight Technologies),unknown,1
Lives outside BS,unknown,unknown,Circles of knowledge,psychology,1
Lives outside BS,unknown,software_it_services,Cisco,materials_engineering,1
Lives outside BS,unknown,cyber_security,Cisco Foundation AI,unknown,1
Lives outside BS,unknown,software_it_services,Cisco Networking Academy,unknown,1
Lives outside BS,unknown,unknown,Citadel Cyber Security,unknown,1
Lives outside BS,high_tech,other_high_tech,Citi,unknown,1
Lives outside BS,unknown,unknown,Citibank,unknown,1
Lives outside BS,unknown,unknown,Cities Association for Environmental Protection (Sharon-Carmel),unknown,1
Lives outside BS,unknown,unknown,Citizen Café Tel Aviv,unknown,1
Lives outside BS,high_tech,software_it_services,Citrusx,unknown,1
Lives outside BS,unknown,unknown,City of Ashkelon,unknown,1
Lives outside BS,unknown,unknown,City of David,unknown,1
Lives outside BS,unknown,unknown,City of Gold Apartments,unknown,1
Lives outside BS,unknown,unknown,City of Herzliya,management_information_systems,1
Lives outside BS,unknown,unknown,City of Kfar Yona,unknown,1
Lives outside BS,unknown,unknown,City of Kiryat Malachi,unknown,1
Lives outside BS,unknown,unknown,City of Miami Beach,unknown,1
Lives outside BS,unknown,unknown,City of Tiberias,unknown,1
Lives outside BS,unknown,unknown,City of Toronto,unknown,1
Lives outside BS,unknown,unknown,"City of Vernon, BC",unknown,1
Lives outside BS,unknown,unknown,Citycell Cellular Products,unknown,1
Lives outside BS,unknown,unknown,Cityholl,unknown,1
Lives outside BS,unknown,unknown,Citylink,geography,1
Lives outside BS,unknown,unknown,Cityride Worldwide Transportation Solutions LTD,unknown,1
Lives outside BS,unknown,unknown,Citytime IL,unknown,1
Lives outside BS,unknown,unknown,Civan Advanced Technologies,stem,1
Lives outside BS,high_tech,other_high_tech,Civan Advanced Technologies,unknown,1
Lives outside BS,unknown,unknown,Civil Service Commision,unknown,1
Lives outside BS,unknown,unknown,"Civil Service Commission, Prime Minister's Office",behavioral_sciences,1
Lives outside BS,unknown,unknown,Civil aviation authority of Israel,business_administration,1
Lives outside BS,unknown,unknown,CivilEng קבוצת,unknown,1
Lives outside BS,unknown,unknown,Claims Confernce,economics,1
Lives outside BS,unknown,unknown,Clairion Ltd.,unknown,1
Lives outside BS,unknown,unknown,Clal,unknown,1
Lives outside BS,unknown,unknown,Clal Credit Insurance,unknown,1
Lives outside BS,unknown,unknown,Clal Factoring and Finance,unknown,1
Lives outside BS,unknown,unknown,Clal Finance,non_stem,1
Lives outside BS,unknown,unknown,Clal Industries,unknown,1
Lives outside BS,unknown,unknown,Clal Insurance & Finance- כלל ביטוח ופיננסים,business_administration,1
Lives outside BS,unknown,unknown,Clal-Pension,unknown,1
Lives outside BS,unknown,unknown,Clalbit,behavioral_sciences,1
Lives outside BS,unknown,unknown,Clalbit systems inc.,unknown,1
Lives outside BS,healthcare,healthcare_provider,Clalit,unknown,1
Lives outside BS,healthcare,healthcare_provider,Clalit Biomedical,electrical_engineering,1
Lives outside BS,unknown,unknown,Clalit Biomedical Engineering,industrial_engineering,1
Lives outside BS,healthcare,healthcare_provider,Clalit Health Services,behavioral_sciences,1
Lives outside BS,healthcare,healthcare_provider,Clalit Health Services,biology,1
Lives outside BS,healthcare,healthcare_provider,Clalit Health Services,non_stem,1
Lives outside BS,healthcare,healthcare_provider,Clalit Health Services,psychology,1
Lives outside BS,healthcare,healthcare_provider,"Clalit Health Services, Soroka",unknown,1
Lives outside BS,healthcare,healthcare_provider,"Clalit Health Services, Soroka University Medical Center",nursing,1
Lives outside BS,unknown,unknown,Clalit IT & Digital Division,unknown,1
Lives outside BS,unknown,unknown,Clalit Mushlam,unknown,1
Lives outside BS,unknown,unknown,Clalit Nursing Division,nursing,1
Lives outside BS,unknown,unknown,Clannadh Inc,unknown,1
Lives outside BS,unknown,unknown,Clarada,unknown,1
Lives outside BS,high_tech,other_high_tech,Clarity operation services LTD,unknown,1
Lives outside BS,unknown,unknown,ClarityQ,unknown,1
Lives outside BS,unknown,unknown,ClarityQ GenAI Product Analytics,unknown,1
Lives outside BS,unknown,unknown,Clarkson Hyde Global ברסקיאת ברגר ושות- רואי חשבון,unknown,1
Lives outside BS,unknown,unknown,Claro 3d,unknown,1
Lives outside BS,unknown,unknown,Claro-Mentor,unknown,1
Lives outside BS,high_tech,software_it_services,Claroty,unknown,1
Lives outside BS,unknown,unknown,Class 2B,unknown,1
Lives outside BS,high_tech,other_high_tech,Classi-Tec,stem,1
Lives outside BS,high_tech,other_high_tech,Classified,mechanical_engineering,1
Lives outside BS,high_tech,other_high_tech,Classified,unknown,1
Lives outside BS,unknown,cyber_security,Classified,unknown,1
Lives outside BS,unknown,unknown,Classified,unknown,1
Lives outside BS,unknown,unknown,Classified company,unknown,1
Lives outside BS,unknown,unknown,Classiq Technologies,unknown,1
Lives outside BS,unknown,unknown,Classoos,unknown,1
Lives outside BS,unknown,unknown,CleanArc Medical,business_administration,1
Lives outside BS,unknown,unknown,CleanTech A.C.S - Automatic Cleaning Solutions for solar panels,unknown,1
Lives outside BS,unknown,unknown,Cleancor Technologies,unknown,1
Lives outside BS,unknown,unknown,Cleaos,unknown,1
Lives outside BS,unknown,unknown,Clear Concepts | A Convergence Networks Company,unknown,1
Lives outside BS,high_tech,other_high_tech,Clear Green Solutions,unknown,1
Lives outside BS,unknown,unknown,ClearML,unknown,1
Lives outside BS,unknown,unknown,ClearSky Cyber Security,unknown,1
Lives outside BS,unknown,unknown,ClearStructure Economic & Financial analysis,unknown,1
Lives outside BS,unknown,unknown,Clearer.io,unknown,1
Lives outside BS,unknown,unknown,Clearitty,accounting_and_finance,1
Lives outside BS,unknown,unknown,Cleavland Clinic Florida,unknown,1
Lives outside BS,unknown,unknown,Clerx AI,unknown,1
Lives outside BS,unknown,unknown,"ClevX, LLC",unknown,1
Lives outside BS,unknown,unknown,ClickOn Affiliates,unknown,1
Lives outside BS,unknown,unknown,ClickWise,unknown,1
Lives outside BS,unknown,unknown,ClicksPros,unknown,1
Lives outside BS,high_tech,other_high_tech,Clicktale,computer_science,1
Lives outside BS,unknown,unknown,Cliganic,unknown,1
Lives outside BS,unknown,unknown,Climax,economics,1
Lives outside BS,unknown,unknown,ClinChoice,unknown,1
Lives outside BS,unknown,unknown,Clinch: Omni-Channel Personalization,unknown,1
Lives outside BS,unknown,unknown,Clinic- Self Employed,psychology,1
Lives outside BS,healthcare,healthcare_provider,Clinical Architecture,business_administration,1
Lives outside BS,unknown,unknown,Clinical Psychologist,unknown,1
Lives outside BS,unknown,unknown,Clinical Psychotherapy and CBT Therapist,unknown,1
Lives outside BS,healthcare,healthcare_provider,Clinical Research Center (CRC) - Ichilov,unknown,1
Lives outside BS,unknown,unknown,Clinical Research Center (CRC) - Ichilov,unknown,1
Lives outside BS,healthcare,healthcare_provider,Clinical Unit of Lod Educational Psychological Services,psychology,1
Lives outside BS,unknown,unknown,Cliniture,unknown,1
Lives outside BS,unknown,unknown,Clintec,unknown,1
Lives outside BS,unknown,unknown,CloudBuzz,business_administration,1
Lives outside BS,high_tech,other_high_tech,CloudBuzz,unknown,1
Lives outside BS,unknown,unknown,CloudERP LTD,unknown,1
Lives outside BS,unknown,unknown,CloudEX (Acquired by CodeValue),unknown,1
Lives outside BS,unknown,unknown,CloudEdge,unknown,1
Lives outside BS,high_tech,other_high_tech,CloudEx,unknown,1
Lives outside BS,high_tech,software_it_services,CloudShare,unknown,1
Lives outside BS,unknown,unknown,CloudTech,unknown,1
Lives outside BS,unknown,software_it_services,CloudX Solutions,unknown,1
Lives outside BS,unknown,unknown,CloudZone,stem,1
Lives outside BS,high_tech,other_high_tech,Cloudflare,unknown,1
Lives outside BS,unknown,unknown,Cloudflare,unknown,1
Lives outside BS,unknown,unknown,Cloudigo an IBM Company,unknown,1
Lives outside BS,unknown,unknown,Cloudinary,economics,1
Lives outside BS,unknown,unknown,Cloudinary,industrial_engineering,1
Lives outside BS,unknown,unknown,Cloudmaven,unknown,1
Lives outside BS,unknown,unknown,Club Hotel Eilat,hospitality_management,1
Lives outside BS,unknown,unknown,Club Med,unknown,1
Lives outside BS,unknown,unknown,Club Penguin,unknown,1
Lives outside BS,unknown,unknown,Clínica Veterinaria Animal Clinic,unknown,1
Lives outside BS,unknown,unknown,Cnaani,unknown,1
Lives outside BS,unknown,unknown,Co Founder at Sharon Barak Excel Services- שרון ברק- שרותי וישומי אקסל,unknown,1
Lives outside BS,unknown,unknown,Co Impact,unknown,1
Lives outside BS,unknown,unknown,Co2Offset,unknown,1
Lives outside BS,high_tech,software_it_services,CoApp,unknown,1
Lives outside BS,unknown,unknown,CoW Protocol,unknown,1
Lives outside BS,unknown,unknown,CoWeb,unknown,1
Lives outside BS,unknown,unknown,Coaching & NLP,unknown,1
Lives outside BS,unknown,unknown,Coaching Insight,unknown,1
Lives outside BS,unknown,unknown,Coaching by Daphna,social_work,1
Lives outside BS,unknown,unknown,Coastal View Real Estate,unknown,1
Lives outside BS,unknown,unknown,Cobild,unknown,1
Lives outside BS,unknown,unknown,Coca Cola Israel,unknown,1
Lives outside BS,unknown,unknown,Coca Cola Israel (Central Bottling Company group ltd),unknown,1
Lives outside BS,unknown,unknown,Coca Cola group Israel,unknown,1
Lives outside BS,unknown,unknown,Coca-Cola Bottling Co. Consolidated,unknown,1
Lives outside BS,unknown,unknown,Cochin Jewish Heritage Center,unknown,1
Lives outside BS,unknown,unknown,CodSec,unknown,1
Lives outside BS,unknown,unknown,Codama,unknown,1
Lives outside BS,unknown,unknown,Code for Israel,unknown,1
Lives outside BS,unknown,unknown,CodeCT,unknown,1
Lives outside BS,unknown,unknown,CodeFuel by Perion,unknown,1
Lives outside BS,unknown,unknown,CodeMonkey,unknown,1
Lives outside BS,high_tech,software_it_services,CodeValue,stem,1
Lives outside BS,unknown,unknown,Codere Online,unknown,1
Lives outside BS,high_tech,software_it_services,Cognata,unknown,1
Lives outside BS,unknown,unknown,CogniFiber Ltd,unknown,1
Lives outside BS,unknown,unknown,CogniShape,unknown,1
Lives outside BS,unknown,unknown,Cognishine,unknown,1
Lives outside BS,unknown,unknown,Cognishine Theraphy and Education LTD,unknown,1
Lives outside BS,unknown,unknown,Cognishine Therapy and Education LTD,unknown,1
Lives outside BS,unknown,unknown,Cognit UX Experts,unknown,1
Lives outside BS,unknown,unknown,Cogniteam,computer_science,1
Lives outside BS,unknown,unknown,Cogniteam,unknown,1
Lives outside BS,unknown,unknown,"Cognitive Neuropsychology Lab, BGU",unknown,1
Lives outside BS,unknown,unknown,Cognitivi - neuropsychological and psychotherapy clinic,unknown,1
Lives outside BS,unknown,unknown,Cognyte,industrial_engineering,1
Lives outside BS,high_tech,software_it_services,Cognyte,stem,1
Lives outside BS,high_tech,software_it_services,Cognyte,unknown,1
Lives outside BS,unknown,unknown,Cognyte (formerly a Verint company),business_administration,1
Lives outside BS,unknown,unknown,Cognyte | Gita Technologies,unknown,1
Lives outside BS,healthcare,healthcare_provider,Cohen Propagation Nurseries Ltd.,unknown,1
Lives outside BS,unknown,unknown,Coherent Corp.,unknown,1
Lives outside BS,high_tech,other_high_tech,Cohesity,unknown,1
Lives outside BS,unknown,unknown,CohnReznick LLP,non_stem,1
Lives outside BS,unknown,unknown,CoinBridge by Nayax,unknown,1
Lives outside BS,unknown,unknown,Coinbase,unknown,1
Lives outside BS,high_tech,other_high_tech,Coinfidential,unknown,1
Lives outside BS,unknown,unknown,Coinmama,unknown,1
Lives outside BS,healthcare,healthcare_provider,Colaborative Parenting,psychology,1
Lives outside BS,high_tech,other_high_tech,CollPlant,unknown,1
Lives outside BS,unknown,unknown,Collabor8,unknown,1
Lives outside BS,healthcare,healthcare_provider,Collaborative Health Service,unknown,1
Lives outside BS,unknown,unknown,Colleen AI,unknown,1
Lives outside BS,unknown,unknown,College,business_administration,1
Lives outside BS,unknown,unknown,College of Business Administration,public_policy,1
Lives outside BS,unknown,unknown,College of Law and Business,unknown,1
Lives outside BS,unknown,unknown,College of Law and Business | המרכז האקדמי למשפט ולעסקים,unknown,1
Lives outside BS,unknown,unknown,College of Law and Business המרכז האקדמי למשפט ולעסקים,unknown,1
Lives outside BS,unknown,unknown,College of Management,unknown,1
Lives outside BS,unknown,unknown,Collegiate School,unknown,1
Lives outside BS,unknown,unknown,Colliers,unknown,1
Lives outside BS,unknown,unknown,Collins Aerospace,unknown,1
Lives outside BS,unknown,unknown,Collplant,behavioral_sciences,1
Lives outside BS,unknown,unknown,Colmex Israel,unknown,1
Lives outside BS,unknown,unknown,Colmobil Corp.,industrial_engineering,1
Lives outside BS,unknown,unknown,Coloplast,unknown,1
Lives outside BS,unknown,unknown,ColorChip,unknown,1
Lives outside BS,unknown,unknown,ColorTokens Inc.,unknown,1
Lives outside BS,unknown,unknown,Colorado Geological Survey,unknown,1
Lives outside BS,unknown,unknown,Colorado State University,unknown,1
Lives outside BS,unknown,unknown,Colospan,unknown,1
Lives outside BS,healthcare,healthcare_provider,Colospan ltd,unknown,1
Lives outside BS,unknown,unknown,Colugo Systems - Air solutions,unknown,1
Lives outside BS,high_tech,other_high_tech,Colugo Systems - Windproof VTOL,unknown,1
Lives outside BS,healthcare,healthcare_provider,Columbia University Irving Medical Center,medicine,1
Lives outside BS,unknown,unknown,Columbus Music Magazine,unknown,1
Lives outside BS,unknown,unknown,Com Center,unknown,1
Lives outside BS,unknown,unknown,Com Center web technologies,unknown,1
Lives outside BS,unknown,unknown,Com-N-Sense Ltd,unknown,1
Lives outside BS,unknown,unknown,ComBTAS,unknown,1
Lives outside BS,high_tech,software_it_services,CombatAI,unknown,1
Lives outside BS,unknown,unknown,Comeet,unknown,1
Lives outside BS,unknown,unknown,Comercial Colon,unknown,1
Lives outside BS,unknown,unknown,Comfort Object initiative,unknown,1
Lives outside BS,unknown,unknown,Comitre & Rigo Marketing E Eventos,unknown,1
Lives outside BS,unknown,unknown,CommBox,industrial_engineering,1
Lives outside BS,unknown,unknown,CommIt data by Valinor,unknown,1
Lives outside BS,unknown,unknown,CommPeak,unknown,1
Lives outside BS,unknown,unknown,Commcrete,unknown,1
Lives outside BS,unknown,unknown,Commerce,unknown,1
Lives outside BS,unknown,unknown,Commex Technologies,unknown,1
Lives outside BS,unknown,software_it_services,Commit,economics,1
Lives outside BS,high_tech,other_high_tech,Commit,electrical_engineering,1
Lives outside BS,unknown,unknown,Committed Digital,unknown,1
Lives outside BS,high_tech,software_it_services,Commogee,computer_science,1
Lives outside BS,high_tech,other_high_tech,Commtact Ltd.,unknown,1
Lives outside BS,unknown,unknown,Commugen,unknown,1
Lives outside BS,unknown,unknown,CommuniKesher,unknown,1
Lives outside BS,unknown,unknown,CommuniPass,unknown,1
Lives outside BS,high_tech,other_high_tech,"Communication Systems, Inc.",unknown,1
Lives outside BS,unknown,unknown,Communication as a Culture,unknown,1
Lives outside BS,unknown,unknown,Communikesher Ltd,unknown,1
Lives outside BS,unknown,unknown,Community FoodBank of New Jersey,unknown,1
Lives outside BS,unknown,unknown,Community Forward IL,unknown,1
Lives outside BS,unknown,unknown,Community Pros,unknown,1
Lives outside BS,unknown,unknown,Community center,unknown,1
Lives outside BS,unknown,unknown,Community manager on a social network,chemical_engineering,1
Lives outside BS,unknown,unknown,Comp-4U,unknown,1
Lives outside BS,unknown,unknown,Company,mechanical_engineering,1
Lives outside BS,unknown,unknown,Company,stem,1
Lives outside BS,high_tech,other_high_tech,Company,unknown,1
Lives outside BS,unknown,unknown,Company,unknown,1
Lives outside BS,unknown,unknown,Company In Aerospace Industry,unknown,1
Lives outside BS,unknown,unknown,Compass,behavioral_sciences,1
Lives outside BS,high_tech,software_it_services,Compedia,computer_science,1
Lives outside BS,unknown,unknown,Complete Business Solutions,unknown,1
Lives outside BS,high_tech,software_it_services,Complot,geography,1
Lives outside BS,unknown,unknown,Complot - קומפלוט,unknown,1
Lives outside BS,high_tech,other_high_tech,Comply Ltd,unknown,1
Lives outside BS,unknown,unknown,Compny Inc.,unknown,1
Lives outside BS,unknown,unknown,Compost,unknown,1
Lives outside BS,unknown,unknown,Compost Or,unknown,1
Lives outside BS,unknown,unknown,Compost nation,unknown,1
Lives outside BS,unknown,unknown,Compugen,business_administration,1
Lives outside BS,healthcare,healthcare_provider,Compugen,medicine,1
Lives outside BS,unknown,unknown,Compugen,unknown,1
Lives outside BS,unknown,unknown,Compugen Ltd.,unknown,1
Lives outside BS,unknown,unknown,Compulab | C-LAB,unknown,1
Lives outside BS,unknown,unknown,Computational Psychiatry Lab,unknown,1
Lives outside BS,unknown,unknown,"Computer Science, BGU university, Israel",unknown,1
Lives outside BS,unknown,unknown,Comsec,unknown,1
Lives outside BS,unknown,unknown,Comsys,unknown,1
Lives outside BS,unknown,unknown,Comtal,unknown,1
Lives outside BS,unknown,unknown,Comtec Ltd.,unknown,1
Lives outside BS,unknown,unknown,ComtecMed,unknown,1
Lives outside BS,high_tech,other_high_tech,Comtranstech ltd,mechanical_engineering,1
Lives outside BS,unknown,unknown,Comunity Center,unknown,1
Lives outside BS,high_tech,other_high_tech,Comverse,unknown,1
Lives outside BS,unknown,unknown,"Comverse Technology, Inc.",unknown,1
Lives outside BS,unknown,unknown,Concierge Me,unknown,1
Lives outside BS,unknown,unknown,Concise-Nursing,unknown,1
Lives outside BS,high_tech,other_high_tech,Condor Pacific Ltd,unknown,1
Lives outside BS,unknown,unknown,Condor Pacific Ltd,unknown,1
Lives outside BS,unknown,unknown,Condor Pacific Ltd.,unknown,1
Lives outside BS,unknown,unknown,Conduit,unknown,1
Lives outside BS,high_tech,other_high_tech,Conduit Ltd.,unknown,1
Lives outside BS,high_tech,other_high_tech,Confidential,unknown,1
Lives outside BS,high_tech,software_it_services,Confidential,unknown,1
Lives outside BS,unknown,unknown,Confidential Company,unknown,1
Lives outside BS,unknown,unknown,Confidential Jobs,unknown,1
Lives outside BS,unknown,unknown,Confidetial,unknown,1
Lives outside BS,unknown,unknown,Confitest,psychology,1
Lives outside BS,high_tech,other_high_tech,Confluent,unknown,1
Lives outside BS,unknown,unknown,Confluent,unknown,1
Lives outside BS,unknown,unknown,"Congregation Beth Shalom, Oak Park, MI",unknown,1
Lives outside BS,unknown,unknown,Congregation Emanu El,psychology,1
Lives outside BS,unknown,unknown,Congregation Shaarey Zedek,unknown,1
Lives outside BS,unknown,unknown,Congregation Shir Hadash,unknown,1
Lives outside BS,unknown,unknown,Conmart ship agent,unknown,1
Lives outside BS,unknown,unknown,Connect,unknown,1
Lives outside BS,high_tech,software_it_services,Connect4u,unknown,1
Lives outside BS,unknown,unknown,Connecticut Children's,unknown,1
Lives outside BS,unknown,unknown,Connecticut River Conservancy,unknown,1
Lives outside BS,unknown,unknown,Connectors - Finance Head Hunting,unknown,1
Lives outside BS,unknown,unknown,Conntour,unknown,1
Lives outside BS,unknown,unknown,Consalton -http://www.consalton.co.il/,psychology,1
Lives outside BS,unknown,unknown,Conscious Capitalism Israel - קפיטליזם קשוב ישראל,unknown,1
Lives outside BS,unknown,unknown,Constellat. Netherl. Holding CoÃ¶peratief UA,unknown,1
Lives outside BS,unknown,unknown,Constellation,unknown,1
Lives outside BS,unknown,unknown,ConstructoBotics,unknown,1
Lives outside BS,unknown,unknown,Consul - Accelerating Businesses,unknown,1
Lives outside BS,unknown,unknown,Consulado de México en Las Vegas,unknown,1
Lives outside BS,unknown,unknown,Consulate General of Israel to New England,non_stem,1
Lives outside BS,unknown,unknown,Consulate General of Israel to the Pacific North West,unknown,1
Lives outside BS,unknown,unknown,Consulate General of Israel to the Southeast,social_work,1
Lives outside BS,unknown,unknown,Consultancy,business_administration,1
Lives outside BS,unknown,unknown,"Consultant, freelance",unknown,1
Lives outside BS,unknown,unknown,Consultation Services,unknown,1
Lives outside BS,unknown,unknown,"Consulting, Facilitating & Personal Coaching",unknown,1
Lives outside BS,unknown,unknown,Contact Tours,industrial_engineering,1
Lives outside BS,unknown,unknown,Contech -Construction Innovation Zone,unknown,1
Lives outside BS,unknown,unknown,Contel Automation&Control,unknown,1
Lives outside BS,high_tech,other_high_tech,Contel Smart Energy,unknown,1
Lives outside BS,high_tech,software_it_services,Contel Smart Energy,unknown,1
Lives outside BS,unknown,unknown,Contguard,unknown,1
Lives outside BS,unknown,unknown,Continue AI,industrial_engineering,1
Lives outside BS,unknown,unknown,Continuous Line Technology LTD,unknown,1
Lives outside BS,unknown,unknown,Contractor,business_administration,1
Lives outside BS,unknown,unknown,Contractor in defense company,geography,1
Lives outside BS,unknown,unknown,Control See,unknown,1
Lives outside BS,unknown,unknown,Controller at Ashlelon Academic College,economics,1
Lives outside BS,unknown,unknown,Contronics Motion Systems,unknown,1
Lives outside BS,unknown,unknown,Converge Bio,unknown,1
Lives outside BS,high_tech,other_high_tech,Convergent RnR Ltd.,unknown,1
Lives outside BS,unknown,unknown,Convergent RnR Ltd.,unknown,1
Lives outside BS,unknown,unknown,Convertial,business_administration,1
Lives outside BS,unknown,unknown,Convertonet,business_administration,1
Lives outside BS,unknown,unknown,CoolAutomation,unknown,1
Lives outside BS,unknown,unknown,Coool Energy,unknown,1
Lives outside BS,unknown,unknown,CoordiNet,economics,1
Lives outside BS,unknown,unknown,Copilot.CX,unknown,1
Lives outside BS,unknown,unknown,Copper-Gate,unknown,1
Lives outside BS,high_tech,other_high_tech,CopterPIX PRO Ltd,computer_science,1
Lives outside BS,high_tech,other_high_tech,CopterPIX PRO Ltd,materials_engineering,1
Lives outside BS,high_tech,other_high_tech,CopterPIX PRO Ltd,unknown,1
Lives outside BS,unknown,unknown,CopterPIX PRO Ltd,unknown,1
Lives outside BS,high_tech,software_it_services,Copyleaks,unknown,1
Lives outside BS,high_tech,other_high_tech,CorNeat Vision,unknown,1
Lives outside BS,unknown,unknown,Coral World International Ltd.,unknown,1
Lives outside BS,unknown,unknown,Coramaze Technologies,unknown,1
Lives outside BS,unknown,unknown,Corcoran Group,unknown,1
Lives outside BS,unknown,unknown,CoreMasters,unknown,1
Lives outside BS,unknown,unknown,CoreTigo,unknown,1
Lives outside BS,unknown,unknown,CoreTigo - Industrial Wireless Solutions,unknown,1
Lives outside BS,unknown,unknown,CoreX,unknown,1
Lives outside BS,high_tech,other_high_tech,Corephotonics Ltd,mechanical_engineering,1
Lives outside BS,high_tech,other_high_tech,Corephotonics Ltd,unknown,1
Lives outside BS,high_tech,software_it_services,Corephotonics Ltd,unknown,1
Lives outside BS,unknown,unknown,Corephotonics Ltd,unknown,1
Lives outside BS,unknown,unknown,Coretigo,unknown,1
Lives outside BS,unknown,unknown,Corevision Technologies,unknown,1
Lives outside BS,healthcare,healthcare_provider,Corewell Health,unknown,1
Lives outside BS,healthcare,healthcare_provider,Cork University Maternity Hospital,unknown,1
Lives outside BS,high_tech,other_high_tech,"Cornerstone Automation Systems, LLC (CASI)",unknown,1
Lives outside BS,high_tech,software_it_services,Cornerstone OnDemand,unknown,1
Lives outside BS,unknown,unknown,Cornerstone OnDemand,unknown,1
Lives outside BS,unknown,unknown,Corning Inc.,unknown,1
Lives outside BS,unknown,unknown,Corning Incorporated,industrial_engineering,1
Lives outside BS,unknown,unknown,Corning Incorporated,unknown,1
Lives outside BS,unknown,unknown,Corning MobileAccess,unknown,1
Lives outside BS,high_tech,software_it_services,Coro,unknown,1
Lives outside BS,unknown,unknown,CorrActions,unknown,1
Lives outside BS,unknown,unknown,Correct Gifts,unknown,1
Lives outside BS,unknown,unknown,Correct gifts ltd,unknown,1
Lives outside BS,unknown,unknown,Correcto LTD.,unknown,1
Lives outside BS,high_tech,other_high_tech,Corren,unknown,1
Lives outside BS,high_tech,other_high_tech,Corrigent Systems,unknown,1
Lives outside BS,unknown,unknown,Cortex Dental Implants Industries Ltd.,materials_engineering,1
Lives outside BS,unknown,unknown,Cortex Dental Implants Industries Ltd.,unknown,1
Lives outside BS,unknown,unknown,Cosmotrade - קוסמוטרייד,unknown,1
Lives outside BS,unknown,unknown,Cotton Club Home,unknown,1
Lives outside BS,unknown,unknown,Coty,unknown,1
Lives outside BS,unknown,unknown,Council for Higher Education,stem,1
Lives outside BS,unknown,unknown,Council for Higher Education,unknown,1
Lives outside BS,unknown,unknown,Council of International Fellowship Israel,unknown,1
Lives outside BS,unknown,unknown,CountWise,unknown,1
Lives outside BS,healthcare,healthcare_provider,Counties Manukau Health,unknown,1
Lives outside BS,unknown,unknown,Countit,unknown,1
Lives outside BS,unknown,unknown,County of Lycoming,linguistics,1
